dataset,status,n,d,rate,seed,regret,random_regret,best_regret_possible,pick,max_regime_var,score_json,true_auc_json,regime_var_json
RxJavaPackage.npz,ok,1671,4,0.0138,2.0,0.16969696969696957,0.30603864734299513,0.0,IForest,0.018319177195397267,"{""CBLOF"": 3.340890834801497, ""COPOD"": 5.555876521045696, ""ECOD"": 4.678360749985839, ""HBOS"": 4.920871276475246, ""IForest"": 7.575303305118052, ""KNN"": 5.147893712102656, ""LODA"": 5.1501887939178355, ""LOF"": 3.8376816465659322, ""PCA"": 4.79293315998725}","{""IForest"": 0.6591567852437418, ""LOF"": 0.6826086956521739, ""KNN"": 0.06277997364953886, ""ECOD"": 0.8288537549407113, ""COPOD"": 0.6268774703557312, ""HBOS"": 0.2744400527009223, ""PCA"": 0.7877470355731224, ""CBLOF"": 0.4986824769433465, ""LODA"": 0.2841897233201582}","{""smallest_K30"": 0.018319177195397267, ""random_K30"": 0.003788853119490257, ""hard_K30"": 0.0069810654175726326, ""smallest_K50"": 0.014564591647739654, ""random_K50"": 0.0007418648804299843, ""hard_K50"": 0.007594205449264032}"
BillingStatus.npz,ok,1108,12,0.0208,0.0,0.0,0.1645851421447495,0.0,PCA,0.010079182636937906,"{""CBLOF"": 2.872474288667644, ""COPOD"": 5.8085918853138825, ""ECOD"": 5.998131222891929, ""HBOS"": 3.501293700989521, ""IForest"": 7.701289421394767, ""KNN"": 4.946128015272505, ""LODA"": 3.492991262400035, ""LOF"": 2.478955510972864, ""PCA"": 8.200144692096853}","{""IForest"": 0.7978361049889802, ""LOF"": 0.9523141654978964, ""KNN"": 0.9541174113404127, ""ECOD"": 0.8230815467842114, ""COPOD"": 0.8056501703065517, ""HBOS"": 0.33139651372470447, ""PCA"": 1.0, ""CBLOF"": 0.9272690843518333, ""LODA"": 0.9270687237026648}","{""smallest_K30"": 0.010079182636937906, ""random_K30"": 0.001084791486612877, ""hard_K30"": 0.002412985280837335, ""smallest_K50"": 0.008065157860859092, ""random_K50"": 0.0006140162490167827, ""hard_K50"": 0.0006512674438252871}"
BillingStatus.npz,ok,1108,12,0.0208,1.0,0.1428571428571429,0.1383378971036755,0.0,IForest,0.010308456506480919,"{""CBLOF"": 2.94909314272042, ""COPOD"": 5.9655710738169505, ""ECOD"": 5.388242272659233, ""HBOS"": 3.96854312789154, ""IForest"": 7.928586018067037, ""KNN"": 4.661661305284628, ""LODA"": 4.12444407058123, ""LOF"": 2.21409560801885, ""PCA"": 7.799763380960112}","{""IForest"": 0.8571428571428571, ""LOF"": 0.9477058705670206, ""KNN"": 0.9629332799038268, ""ECOD"": 0.8337006611901422, ""COPOD"": 0.8160689240633139, ""HBOS"": 0.4229613303947105, ""PCA"": 1.0, ""CBLOF"": 0.9200561009817673, ""LODA"": 0.9943899018232819}","{""smallest_K30"": 0.005388527496036449, ""random_K30"": 0.0010158413620770224, ""hard_K30"": 0.0011110685146484961, ""smallest_K50"": 0.010308456506480919, ""random_K50"": 0.0012318780200327474, ""hard_K50"": 0.0012013575431941267}"
BillingStatus.npz,ok,1108,12,0.0208,2.0,0.0,0.156414880117545,0.0,PCA,0.0168686825404307,"{""CBLOF"": 2.3065601777230365, ""COPOD"": 6.269059278528435, ""ECOD"": 5.941417794942112, ""HBOS"": 5.232024963289293, ""IForest"": 8.29392629966479, ""KNN"": 3.5959940661490406, ""LODA"": 3.4572805723685485, ""LOF"": 1.569936593355282, ""PCA"": 8.333800253979465}","{""IForest"": 0.8619515127229013, ""LOF"": 0.9515127229012221, ""KNN"": 0.9479062312161891, ""ECOD"": 0.8046483670607093, ""COPOD"": 0.8060508916048887, ""HBOS"": 0.3472250050090162, ""PCA"": 1.0, ""CBLOF"": 0.9146463634542175, ""LODA"": 0.9583249849729513}","{""smallest_K30"": 0.0168686825404307, ""random_K30"": 0.0013760273281858424, ""hard_K30"": 0.0011097092241892537, ""smallest_K50"": 0.00543899623843901, ""random_K50"": 0.0009218507606642769, ""hard_K50"": 0.0006072315413844069}"
EnvironmentalConcernSurvey.npz,ok,2188,5,0.2093,0.0,0.031271297675240506,0.07481601613224409,0.0,IForest,0.004845939287104172,"{""CBLOF"": 2.7415720147750458, ""COPOD"": 4.145128068748691, ""ECOD"": 2.708045047477868, ""HBOS"": 6.248435487667939, ""IForest"": 8.561894589135042, ""KNN"": 7.380621843098017, ""LODA"": 6.374501538648168, ""LOF"": 2.659662496136442, ""PCA"": 4.1801389143127885}","{""IForest"": 0.6176483580281192, ""LOF"": 0.5079763737789333, ""KNN"": 0.48686801120731, ""ECOD"": 0.5912423959411364, ""COPOD"": 0.6308402958325972, ""HBOS"": 0.6349704672236666, ""PCA"": 0.6489196557033597, ""CBLOF"": 0.4727642173814272, ""LODA"": 0.5757029810434915}","{""smallest_K30"": 0.004845939287104172, ""random_K30"": 0.0015451408043889985, ""hard_K30"": 0.0014035580327382204, ""smallest_K50"": 0.004672113104603975, ""random_K50"": 0.0021781591988754307, ""hard_K50"": 0.0009229788572206088}"
EnvironmentalConcernSurvey.npz,ok,2188,5,0.2093,1.0,0.017221142438851977,0.0728776647511028,0.0,IForest,0.006288609324859876,"{""CBLOF"": 3.9016554897561506, ""COPOD"": 3.3693941843139927, ""ECOD"": 2.0, ""HBOS"": 6.5006625845405415, ""IForest"": 7.972181875111031, ""KNN"": 7.584159817881459, ""LODA"": 5.733688287717664, ""LOF"": 3.952860461535035, ""PCA"": 3.9853972991441258}","{""IForest"": 0.6477585380013631, ""LOF"": 0.5219224070474797, ""KNN"": 0.5222757906959133, ""ECOD"": 0.6043743847338264, ""COPOD"": 0.6521695231844915, ""HBOS"": 0.651882398970139, ""PCA"": 0.664979680440215, ""CBLOF"": 0.4788979478506702, ""LODA"": 0.5846574702779109}","{""smallest_K30"": 0.006288609324859876, ""random_K30"": 0.0020218193148644373, ""hard_K30"": 0.0034340175310672034, ""smallest_K50"": 0.004151130285361887, ""random_K50"": 0.0010950802946938832, ""hard_K50"": 0.0011180735606915791}"
EnvironmentalConcernSurvey.npz,ok,2188,5,0.2093,2.0,0.03944329454527096,0.07784186362195789,0.0,IForest,0.0039712673903173085,"{""CBLOF"": 5.034735140917869, ""COPOD"": 3.3852053768241297, ""ECOD"": 3.0091339647961144, ""HBOS"": 6.233725078368538, ""IForest"": 7.988420610939986, ""KNN"": 6.858751516859412, ""LODA"": 5.707743301808823, ""LOF"": 2.664735581094697, ""PCA"": 4.117549428390428}","{""IForest"": 0.6140387964762601, ""LOF"": 0.5050641138905015, ""KNN"": 0.5128353989448974, ""ECOD"": 0.5838024080571472, ""COPOD"": 0.6310990231466289, ""HBOS"": 0.6534820910215311, ""PCA"": 0.6318436529772573, ""CBLOF"": 0.47040411944367316, ""LODA"": 0.5781924426382613}","{""smallest_K30"": 0.0039712673903173085, ""random_K30"": 0.001441437087131368, ""hard_K30"": 0.0029669289474706134, ""smallest_K50"": 0.0028450917012719686, ""random_K50"": 0.0015470417564700568, ""hard_K50"": 0.0011493033543933653}"
TestCycleAnomalies.npz,filtered,56763,3,0.137,,,,,,,,,
SchoolLevy.npz,ok,1552,4,0.2835,0.0,0.0,0.30236784889251245,0.0,LOF,0.035386898959016824,"{""CBLOF"": 5.21558540781098, ""COPOD"": 3.5137946948598584, ""ECOD"": 2.3242267515047375, ""HBOS"": 4.0436054412862115, ""IForest"": 5.958862950042745, ""KNN"": 8.396082621349063, ""LODA"": 3.246164184157506, ""LOF"": 8.603917378650937, ""PCA"": 3.6977605703379615}","{""IForest"": 0.7509936812066856, ""LOF"": 0.9782307378719934, ""KNN"": 0.844236649001223, ""ECOD"": 0.6504484304932735, ""COPOD"": 0.7496840603342845, ""HBOS"": 0.552226865063188, ""PCA"": 0.7451487973909499, ""CBLOF"": 0.7149612719119445, ""LODA"": 0.09683550754178558}","{""smallest_K30"": 0.035386898959016824, ""random_K30"": 0.020374506977655745, ""hard_K30"": 0.03139618608951825, ""smallest_K50"": 0.025366600563743215, ""random_K50"": 0.014836257079043028, ""hard_K50"": 0.026025476014489773}"
SchoolLevy.npz,ok,1552,4,0.2835,1.0,0.0,0.2578509308329936,0.0,LOF,0.029376349747385566,"{""CBLOF"": 5.180892166109025, ""COPOD"": 4.275144334503198, ""ECOD"": 3.268515524727602, ""HBOS"": 3.028129452072815, ""IForest"": 5.261461145813392, ""KNN"": 7.86091790124238, ""LODA"": 3.3546986613174408, ""LOF"": 9.0, ""PCA"": 3.770240814214145}","{""IForest"": 0.7200876477782308, ""LOF"": 0.9808703628210355, ""KNN"": 0.8291225030574806, ""ECOD"": 0.6575112107623318, ""COPOD"": 0.7473298002445985, ""HBOS"": 0.5578067672238075, ""PCA"": 0.7750305748063595, ""CBLOF"": 0.700417855686914, ""LODA"": 0.5389981655116184}","{""smallest_K30"": 0.024323978288193847, ""random_K30"": 0.018756151480729413, ""hard_K30"": 0.029376349747385566, ""smallest_K50"": 0.024886213248557654, ""random_K50"": 0.012527062245278366, ""hard_K50"": 0.0177495625247713}"
SchoolLevy.npz,ok,1552,4,0.2835,2.0,0.0,0.319069619966481,0.0,LOF,0.03415315321252729,"{""CBLOF"": 5.622061677486325, ""COPOD"": 4.172015053365579, ""ECOD"": 2.657307937582715, ""HBOS"": 3.4246478562928875, ""IForest"": 6.007781967970882, ""KNN"": 8.420263730108482, ""LODA"": 3.164042369627013, ""LOF"": 8.57973626989152, ""PCA"": 2.9521431376746}","{""IForest"": 0.7185589074602527, ""LOF"": 0.9830207908683245, ""KNN"": 0.807225845902976, ""ECOD"": 0.6341520587036282, ""COPOD"": 0.7192927028128823, ""HBOS"": 0.5325519771708113, ""PCA"": 0.7559111292295149, ""CBLOF"": 0.6948940073379536, ""LODA"": 0.12995311863024867}","{""smallest_K30"": 0.03074331637585924, ""random_K30"": 0.022756383139824424, ""hard_K30"": 0.030347240156573745, ""smallest_K50"": 0.03415315321252729, ""random_K50"": 0.014863643321080705, ""hard_K50"": 0.02155470378569659}"
TrafficStopAnomalies.npz,filtered,49787,4,0.0003,,,,,,,,,
EnergySystemAnomaly.npz,filtered,9830,9,0.0011,,,,,,,,,
PokemonTypeAnomaly.npz,filtered,117184,8,0.2622,,,,,,,,,
TextFraudDetection.npz,ok,3734,3,0.0051,0.0,0.07111992632995678,0.15497863096503028,0.0,LOF,0.03916085995918048,"{""CBLOF"": 2.977439219644542, ""COPOD"": 3.9852441314060645, ""ECOD"": 2.8461606716477448, ""HBOS"": 3.346707109476511, ""IForest"": 7.000000000000001, ""KNN"": 8.119406242147482, ""LODA"": 3.8882850799158555, ""LOF"": 8.88059375785252, ""PCA"": 3.9561637879092832}","{""IForest"": 0.8472054969186087, ""LOF"": 0.8104413118934617, ""KNN"": 0.8815612382234185, ""ECOD"": 0.8608769568605228, ""COPOD"": 0.8440886873981723, ""HBOS"": 0.4919246298788694, ""PCA"": 0.3009846284621378, ""CBLOF"": 0.7940780619111709, ""LODA"": 0.7080824537791315}","{""smallest_K30"": 0.022984634611380023, ""random_K30"": 0.021717157398126314, ""hard_K30"": 0.03916085995918048, ""smallest_K50"": 0.01864466241738371, ""random_K50"": 0.022704568441183286, ""hard_K50"": 0.030932905603113164}"
TextFraudDetection.npz,ok,3734,3,0.0051,1.0,0.06704682297938636,0.15451032246385354,0.0,LOF,0.0402731471141965,"{""CBLOF"": 2.311559556181617, ""COPOD"": 5.2153509433985565, ""ECOD"": 3.6631325217015496, ""HBOS"": 2.7220202406650458, ""IForest"": 7.0, ""KNN"": 8.23422525302374, ""LODA"": 5.297324240928783, ""LOF"": 8.49311802714842, ""PCA"": 2.06326921695229}","{""IForest"": 0.8638166749309344, ""LOF"": 0.8263441241056882, ""KNN"": 0.8933909470850746, ""ECOD"": 0.8801090883332153, ""COPOD"": 0.8638875115109442, ""HBOS"": 0.49327052489905787, ""PCA"": 0.29676985195154776, ""CBLOF"": 0.8037472550825248, ""LODA"": 0.7285896436920025}","{""smallest_K30"": 0.022144300727753422, ""random_K30"": 0.023863822085740574, ""hard_K30"": 0.0402731471141965, ""smallest_K50"": 0.014040755985907408, ""random_K50"": 0.023168883495830447, ""hard_K50"": 0.030997371621453693}"
TextFraudDetection.npz,ok,3734,3,0.0051,2.0,0.10101296309414165,0.153676024965959,0.0,LOF,0.04321496107443809,"{""CBLOF"": 2.195342743643277, ""COPOD"": 4.913500843874379, ""ECOD"": 2.908430065995235, ""HBOS"": 3.342063524637646, ""IForest"": 7.0, ""KNN"": 8.090267282176269, ""LODA"": 5.458825605668428, ""LOF"": 8.90973271782373, ""PCA"": 2.1818372161810338}","{""IForest"": 0.8680314514415243, ""LOF"": 0.797549054331657, ""KNN"": 0.8985620174257987, ""ECOD"": 0.882907133243607, ""COPOD"": 0.8673939222214351, ""HBOS"": 0.5450874831763123, ""PCA"": 0.3073599206630304, ""CBLOF"": 0.8086703973932138, ""LODA"": 0.7284125522419778}","{""smallest_K30"": 0.023549546970455866, ""random_K30"": 0.02709365833495522, ""hard_K30"": 0.03780474952725475, ""smallest_K50"": 0.015263853518606665, ""random_K50"": 0.022169420806319052, ""hard_K50"": 0.04321496107443809}"
CoastalMonitoring.npz,ok,1004,8,0.0189,0.0,0.0435479561848785,0.1996912755662421,0.0,IForest,0.0028312674507100337,"{""CBLOF"": 4.103990800508849, ""COPOD"": 4.2096542890340825, ""ECOD"": 4.311106569129118, ""HBOS"": 6.168828819912549, ""IForest"": 7.592416672197695, ""KNN"": 5.859047750253974, ""LODA"": 3.058807327539295, ""LOF"": 4.139092476127128, ""PCA"": 5.557055295297314}","{""IForest"": 0.8145872294950574, ""LOF"": 0.504942559444296, ""KNN"": 0.5546353192626235, ""ECOD"": 0.7830617152017099, ""COPOD"": 0.7640929735506279, ""HBOS"": 0.8581351856799359, ""PCA"": 0.7721079348116484, ""CBLOF"": 0.48330216403954046, ""LODA"": 0.39113010953780386}","{""smallest_K30"": 0.0021238365660152117, ""random_K30"": 0.0009258295173488028, ""hard_K30"": 0.0011459821960368064, ""smallest_K50"": 0.0028312674507100337, ""random_K50"": 0.000902235672517174, ""hard_K50"": 0.0023679357293666546}"
CoastalMonitoring.npz,ok,1004,8,0.0189,1.0,0.2592839967940155,0.17276694273755455,0.0,KNN,0.006962497330384614,"{""CBLOF"": 5.493407784111072, ""COPOD"": 2.9942805358951996, ""ECOD"": 1.9062668788472803, ""HBOS"": 5.012672193459286, ""IForest"": 5.281051329235502, ""KNN"": 8.941588794912244, ""LODA"": 4.643751186804212, ""LOF"": 7.100137964984079, ""PCA"": 3.6268433317511315}","{""IForest"": 0.7841303767031793, ""LOF"": 0.5605129575207053, ""KNN"": 0.5720010686615015, ""ECOD"": 0.753673523911301, ""COPOD"": 0.7472615549024847, ""HBOS"": 0.831285065455517, ""PCA"": 0.7603526582954848, ""CBLOF"": 0.5052097248196633, ""LODA"": 0.41223617419182473}","{""smallest_K30"": 0.0023589486785499923, ""random_K30"": 0.0007485610499350213, ""hard_K30"": 0.006962497330384614, ""smallest_K50"": 0.0008393911711116262, ""random_K50"": 0.0009415976193503489, ""hard_K50"": 0.0025193834272219874}"
CoastalMonitoring.npz,ok,1004,8,0.0189,2.0,0.10045418113812443,0.20126458277673887,0.0,IForest,0.004103384593978218,"{""CBLOF"": 4.571952150700038, ""COPOD"": 4.5676554580297655, ""ECOD"": 2.581974372862399, ""HBOS"": 4.767213030271885, ""IForest"": 6.767169837314426, ""KNN"": 6.718035490515943, ""LODA"": 4.888935468369086, ""LOF"": 5.306831734341295, ""PCA"": 4.830232457595169}","{""IForest"": 0.7761154154421588, ""LOF"": 0.5682607534063585, ""KNN"": 0.5936414640662571, ""ECOD"": 0.7643601389259951, ""COPOD"": 0.7518033662837296, ""HBOS"": 0.8765695965802832, ""PCA"": 0.7456585626502805, ""CBLOF"": 0.4787603526582955, ""LODA"": 0.5225754742185412}","{""smallest_K30"": 0.001729229201886525, ""random_K30"": 0.000877151494622423, ""hard_K30"": 0.003439898805651078, ""smallest_K50"": 0.004103384593978218, ""random_K50"": 0.0008229609923859779, ""hard_K50"": 0.00323644040696978}"
GameEngagement.npz,ok,2166,9,0.048,0.0,0.04819333209163723,0.0702955236853543,0.0,IForest,0.006253359721311424,"{""CBLOF"": 2.738504532768802, ""COPOD"": 6.118659818186677, ""ECOD"": 3.9350791244093557, ""HBOS"": 5.039301023069293, ""IForest"": 8.132855890705672, ""KNN"": 5.343906212912407, ""LODA"": 2.84265387724622, ""LOF"": 3.528367933901005, ""PCA"": 7.320671586800569}","{""IForest"": 0.938978394486869, ""LOF"": 0.9363708325572732, ""KNN"": 0.983702737940026, ""ECOD"": 0.8852672750977836, ""COPOD"": 0.8978161668839635, ""HBOS"": 0.6912600111752655, ""PCA"": 0.9871717265785063, ""CBLOF"": 0.9648910411622276, ""LODA"": 0.9664276401564538}","{""smallest_K30"": 0.006253359721311424, ""random_K30"": 0.0019525814367114293, ""hard_K30"": 0.0018190781979773162, ""smallest_K50"": 0.005642525871034128, ""random_K50"": 0.0008373182971937107, ""hard_K50"": 0.0015572877201575064}"
GameEngagement.npz,ok,2166,9,0.048,1.0,0.0,0.06996699157716102,0.0,PCA,0.008812883416393736,"{""CBLOF"": 5.0838508964516596, ""COPOD"": 3.6862145495423517, ""ECOD"": 5.706855497358056, ""HBOS"": 6.723114144667414, ""IForest"": 6.3756265570699675, ""KNN"": 2.859984353030192, ""LODA"": 1.9754802396044306, ""LOF"": 4.987580530653724, ""PCA"": 7.601293231622202}","{""IForest"": 0.9306435090333396, ""LOF"": 0.9373253864779288, ""KNN"": 0.9841916558018253, ""ECOD"": 0.8856397839448686, ""COPOD"": 0.9021931458372137, ""HBOS"": 0.724529707580555, ""PCA"": 0.9882892531197616, ""CBLOF"": 0.9626792698826597, ""LODA"": 0.9494086422052523}","{""smallest_K30"": 0.008812883416393736, ""random_K30"": 0.0013433106498680555, ""hard_K30"": 0.002451724382235587, ""smallest_K50"": 0.006951607728563394, ""random_K50"": 0.0011252947230421307, ""hard_K50"": 0.003040085551498024}"
GameEngagement.npz,ok,2166,9,0.048,2.0,0.042233190538275234,0.07594233097411052,0.0,IForest,0.0070440647140347385,"{""CBLOF"": 3.2433908216179423, ""COPOD"": 5.391552543723186, ""ECOD"": 4.54370579566821, ""HBOS"": 4.8062052091956655, ""IForest"": 6.930009079555765, ""KNN"": 5.432729327422464, ""LODA"": 3.479339608310746, ""LOF"": 3.3517293708580005}","{""IForest"": 0.9429363009871484, ""LOF"": 0.9356258148631028, ""KNN"": 0.9851694915254237, ""ECOD"": 0.8834280126653008, ""COPOD"": 0.9000977835723598, ""HBOS"": 0.7057645744086424, ""CBLOF"": 0.9679642391506799, ""LODA"": 0.9528310672378468}","{""smallest_K30"": 0.005619404162736613, ""random_K30"": 0.0004894509760371017, ""hard_K30"": 0.001383108318340123, ""smallest_K50"": 0.0070440647140347385, ""random_K50"": 0.0006747917120517358, ""hard_K50"": 0.0030895870610513007}"
BuildingEnergyCompliance.npz,ok,2501,25,0.044,0.0,0.14776997532738656,0.14959432529891825,0.0,IForest,0.007753530672309244,"{""CBLOF"": 4.502656669951508, ""COPOD"": 6.203153469545632, ""ECOD"": 4.6168140837990235, ""HBOS"": 3.524469930643633, ""IForest"": 6.833835745580482, ""KNN"": 4.752738050631541, ""LODA"": 3.359757597759879, ""LOF"": 4.0457650299000925}","{""IForest"": 0.514215221104574, ""LOF"": 0.5261909280698426, ""KNN"": 0.5492123742645664, ""ECOD"": 0.4178022395141393, ""COPOD"": 0.45705067375213515, ""HBOS"": 0.6619851964319605, ""CBLOF"": 0.4050104384133612, ""LODA"": 0.5676598975137597}","{""smallest_K30"": 0.005223356064842635, ""random_K30"": 0.0010035689717517008, ""hard_K30"": 0.0015402662099651926, ""smallest_K50"": 0.007753530672309244, ""random_K50"": 0.001845998062458395, ""hard_K50"": 0.0029152422705310457}"
BuildingEnergyCompliance.npz,ok,2501,25,0.044,1.0,0.19087113304232306,0.16919956348453213,0.0,IForest,0.012664069369975321,"{""CBLOF"": 3.937922308417048, ""COPOD"": 6.080640257578187, ""ECOD"": 4.971446605254, ""HBOS"": 2.830265278575327, ""IForest"": 7.865965368499493, ""KNN"": 5.300947985947061, ""LODA"": 3.5431201007567443, ""LOF"": 2.7487473693486155}","{""IForest"": 0.4657620041753653, ""LOF"": 0.5117669386980451, ""KNN"": 0.5194913645853103, ""ECOD"": 0.39339533118238756, ""COPOD"": 0.42209147845891065, ""HBOS"": 0.6566331372176883, ""CBLOF"": 0.40091098880242926, ""LODA"": 0.5294173467451129}","{""smallest_K30"": 0.012664069369975321, ""random_K30"": 0.0005129677809772331, ""hard_K30"": 0.002461634230603469, ""smallest_K50"": 0.00960353597828824, ""random_K50"": 0.0001434692217032031, ""hard_K50"": 0.0021904068221325905}"
BuildingEnergyCompliance.npz,ok,2501,25,0.044,2.0,0.18157145568419053,0.18542773771114063,0.0,IForest,0.009707646803855175,"{""CBLOF"": 3.7096311245501727, ""COPOD"": 4.58949366123555, ""ECOD"": 4.765613554801605, ""HBOS"": 4.360275833816119, ""IForest"": 7.142816643162673, ""KNN"": 4.840865733567413, ""LODA"": 2.8921497155528435, ""LOF"": 4.195063364666752}","{""IForest"": 0.4917062061112165, ""LOF"": 0.5279180110077814, ""KNN"": 0.5180489656481305, ""ECOD"": 0.38656291516416774, ""COPOD"": 0.41812488138166637, ""HBOS"": 0.673277661795407, ""CBLOF"": 0.4172518504460049, ""LODA"": 0.4699089011197571}","{""smallest_K30"": 0.005232065081683518, ""random_K30"": 0.0034389141810931305, ""hard_K30"": 0.0059234952434901265, ""smallest_K50"": 0.009707646803855175, ""random_K50"": 0.0005144896021937733, ""hard_K50"": 0.0019327706298013047}"
SensorAnomaly.npz,ok,1140,24,0.0132,0.0,0.0,0.1206666666666667,0.0,IForest,0.01735575050111839,"{""CBLOF"": 3.4551065110224393, ""COPOD"": 6.503804390807333, ""ECOD"": 5.663947983628067, ""HBOS"": 6.006461970964851, ""IForest"": 6.66811312237366, ""KNN"": 4.639961611422057, ""LODA"": 1.9719074924131355, ""LOF"": 2.942339016358936}","{""IForest"": 0.9928888888888889, ""LOF"": 0.7757037037037037, ""KNN"": 0.8557037037037037, ""ECOD"": 0.9825185185185186, ""COPOD"": 0.9703703703703703, ""HBOS"": 0.9594074074074074, ""CBLOF"": 0.6077037037037036, ""LODA"": 0.8334814814814815}","{""smallest_K30"": 0.01735575050111839, ""random_K30"": 0.004515272126436458, ""hard_K30"": 0.001530199675557716, ""smallest_K50"": 0.008575123228822883, ""random_K50"": 0.00020448022431631449, ""hard_K50"": 0.004763009296439455}"
SensorAnomaly.npz,ok,1140,24,0.0132,1.0,0.0,0.12183333333333324,0.0,IForest,0.017673718684039174,"{""CBLOF"": 1.9325479450386498, ""COPOD"": 5.543019793922797, ""ECOD"": 4.697024454378475, ""HBOS"": 6.762547275802515, ""IForest"": 8.109992107027646, ""KNN"": 4.0398031119411915, ""LODA"": 3.6251093051523293, ""LOF"": 2.0852782487068646}","{""IForest"": 0.991111111111111, ""LOF"": 0.7856296296296297, ""KNN"": 0.8740740740740741, ""ECOD"": 0.9762962962962963, ""COPOD"": 0.9694814814814814, ""HBOS"": 0.9546666666666667, ""CBLOF"": 0.6017777777777777, ""LODA"": 0.8011851851851852}","{""smallest_K30"": 0.017663430787116022, ""random_K30"": 0.0013706968418740564, ""hard_K30"": 0.002695850996318851, ""smallest_K50"": 0.017673718684039174, ""random_K50"": 0.0008535271201899799, ""hard_K50"": 0.0002555482009677529}"
SensorAnomaly.npz,ok,1140,24,0.0132,2.0,0.0,0.1187407407407407,0.0,IForest,0.013979073722154206,"{""CBLOF"": 2.764226184463661, ""COPOD"": 4.579583411962325, ""ECOD"": 4.911901739360696, ""HBOS"": 6.593778339686494, ""IForest"": 7.130634185295644, ""KNN"": 4.448973655924766, ""LODA"": 4.45196186577666, ""LOF"": 3.11513281962395}","{""IForest"": 0.989037037037037, ""LOF"": 0.7896296296296296, ""KNN"": 0.8794074074074074, ""ECOD"": 0.9828148148148148, ""COPOD"": 0.9721481481481481, ""HBOS"": 0.9508148148148148, ""CBLOF"": 0.6097777777777778, ""LODA"": 0.7887407407407407}","{""smallest_K30"": 0.012356958411514246, ""random_K30"": 0.0005509721719215563, ""hard_K30"": 0.004805025044563984, ""smallest_K50"": 0.013979073722154206, ""random_K50"": 0.00155598664050966, ""hard_K50"": 0.003766504307205884}"
ExamPerformance.npz,ok,1000,4,0.102,0.0,0.011056644880174216,0.01438248910675377,0.0,LOF,0.02573352317119171,"{""CBLOF"": 6.809512597439204, ""COPOD"": 3.254489751473551, ""ECOD"": 1.3029623603078373, ""HBOS"": 5.996896200641801, ""IForest"": 5.193591201918993, ""KNN"": 8.22318588022441, ""LODA"": 2.1196409599324904, ""LOF"": 8.77681411977559}","{""IForest"": 0.9950980392156863, ""LOF"": 0.9880174291938999, ""KNN"": 0.9964869281045751, ""ECOD"": 0.9396514161220044, ""COPOD"": 0.9990740740740741, ""HBOS"": 0.9964596949891067, ""CBLOF"": 0.9727124183006536, ""LODA"": 0.9900326797385621}","{""smallest_K30"": 0.0031512785502469617, ""random_K30"": 0.015018707149047664, ""hard_K30"": 0.02573352317119171, ""smallest_K50"": 0.009125367307207276, ""random_K50"": 0.012029293801160978, ""hard_K50"": 0.014635143843107816}"
